Anime Title,Year Aired,Rating,Status,Number of Episode,Genre,Source
Gakusen Toshi Asterisk 2nd Season,2016,6.99,Finished,12,"['Action', 'Comedy', 'Fantasy', 'Romance', 'Sci-Fi', 'Ecchi']",Light novel
"Kumo desu ga, Nani ka?",2021,7.45,Finished,24,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Mystery']",Light novel
Akudama Drive,2020,7.59,Finished,12,"['Action', 'Sci-Fi', 'Suspense']",Original
Plunderer,2020,6.63,Finished,24,"['Action', 'Fantasy', 'Romance', 'Ecchi']",Manga
Kara no Kyoukai Movie 1: Fukan Fuukei,2007,7.57,Finished,1,"['Action', 'Mystery', 'Supernatural', 'Suspense']",Light novel
Hagure Yuusha no Aesthetica,2012,6.72,Finished,12,"['Action', 'Fantasy', 'Ecchi']",Light novel
Nanatsu no Taizai: Funnu no Shinpan,2021,6.58,Finished,24,"['Action', 'Adventure', 'Fantasy']",Manga
Tsuki ga Michibiku Isekai Douchuu,2021,7.71,Finished,12,"['Action', 'Adventure', 'Comedy', 'Fantasy']",Light novel
Zero no Tsukaima F,2012,7.43,Finished,12,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Romance', 'Ecchi']",Light novel
World Trigger,2014,7.58,Finished,73,"['Action', 'Sci-Fi']",Manga
Shingeki no Bahamut: Genesis,2014,7.62,Finished,12,"['Action', 'Adventure', 'Fantasy']",Card game
Darker than Black: Ryuusei no Gemini,2009,7.43,Finished,12,"['Action', 'Mystery', 'Sci-Fi']",Original
Tate no Yuusha no Nariagari Season 3,2023,7.13,Finished,12,"['Action', 'Adventure', 'Drama', 'Fantasy']",Light novel
Sekirei,2008,7.03,Finished,12,"['Action', 'Comedy', 'Ecchi']",Manga
Isekai Maou to Shoukan Shoujo no Dorei Majutsu Ω,2021,6.71,Finished,10,"['Action', 'Fantasy', 'Ecchi']",Source
Kuroshitsuji: Book of Circus,2014,8.06,Finished,10,"['Action', 'Fantasy', 'Mystery']",Manga
Digimon Adventure,1999,7.77,Finished,54,"['Action', 'Adventure', 'Comedy', 'Fantasy']",Other
Dragon Ball Super: Broly,2018,8.17,Finished,1,"['Action', 'Adventure', 'Fantasy']",Manga
Shinmai Maou no Testament Burst,2015,6.81,Finished,10,"['Action', 'Fantasy', 'Romance', 'Ecchi']",Light novel
Saijaku Muhai no Bahamut,2016,6.53,Finished,12,"['Action', 'Fantasy', 'Romance', 'Ecchi']",Light novel
Koukaku Kidoutai: Stand Alone Complex,2002,8.42,Finished,26,"['Action', 'Award Winning', 'Mystery', 'Sci-Fi']",Manga
Yu☆Gi☆Oh! Duel Monsters,2000,7.49,Finished,224,"['Action', 'Adventure', 'Fantasy']",Manga
Durarara!!x2 Ten,2015,7.97,Finished,12,"['Action', 'Mystery', 'Supernatural']",Light novel
Panty & Stocking with Garterbelt,2010,7.73,Finished,13,"['Action', 'Comedy', 'Supernatural', 'Ecchi']",Original
IS: Infinite Stratos 2,2013,6.46,Finished,12,"['Action', 'Comedy', 'Romance', 'Sci-Fi', 'Ecchi']",Light novel
Campione! Matsurowanu Kamigami to Kamigoroshi no Maou,2012,6.92,Finished,13,"['Action', 'Comedy', 'Fantasy', 'Romance', 'Ecchi']",Light novel
Date A Live III,2019,7.18,Finished,12,"['Action', 'Fantasy', 'Romance', 'Sci-Fi']",Light novel
Dragon Ball Kai,2009,7.74,Finished,97,"['Action', 'Adventure', 'Comedy', 'Fantasy']",Manga
Toaru Kagaku no Railgun S,2013,8.01,Finished,24,"['Action', 'Fantasy', 'Sci-Fi']",Manga
Golden Kamuy,2018,7.88,Finished,12,"['Action', 'Adventure']",Manga
Fate/stay night Movie: Heaven's Feel - II. Lost Butterfly,2019,8.49,Finished,1,"['Action', 'Fantasy', 'Supernatural']",Visual novel
Genjitsu Shugi Yuusha no Oukoku Saikenki,2021,7.25,Finished,13,"['Action', 'Fantasy', 'Romance']",Light novel
Busou Shoujo Machiavellianism,2017,6.88,Finished,12,"['Action', 'Comedy', 'Ecchi']",Source
Ore dake Haireru Kakushi Dungeon,2021,6.29,Finished,12,"['Action', 'Adventure', 'Fantasy', 'Ecchi']",Light novel
Initial D First Stage,1998,8.34,Finished,26,"['Action', 'Drama']",Source
Hitsugi no Chaika,2014,7.22,Finished,12,"['Action', 'Adventure', 'Fantasy', 'Romance']",Light novel
Kore wa Zombie desu ka? of the Dead,2012,7.48,Finished,10,"['Action', 'Comedy', 'Fantasy', 'Ecchi']",Light novel
Durarara!!x2 Ketsu,2016,8.05,Finished,12,"['Action', 'Mystery', 'Supernatural']",Light novel
Redline,2009,8.28,Finished,1,"['Action', 'Sci-Fi']",Original
Blood+,2005,7.61,Finished,50,"['Action', 'Drama', 'Horror', 'Mystery', 'Supernatural']",Original
Cowboy Bebop: Tengoku no Tobira,2001,8.38,Finished,1,"['Action', 'Sci-Fi']",Original
Hidan no Aria,2011,6.79,Finished,12,"['Action', 'Comedy', 'Romance', 'Ecchi']",Light novel
Afro Samurai,2007,7.36,Finished,5,"['Action', 'Adventure']",Manga
Arslan Senki (TV),2015,7.66,Finished,25,"['Action', 'Adventure', 'Drama', 'Fantasy']",Source
Arifureta Shokugyou de Sekai Saikyou 2nd Season,2022,7.17,Finished,12,"['Action', 'Adventure', 'Fantasy']",Source
Kemono Jihen,2021,7.38,Finished,12,"['Action', 'Fantasy', 'Mystery']",Manga
Shin Evangelion Movie: ||,2021,8.59,Finished,1,"['Action', 'Award Winning', 'Drama', 'Sci-Fi', 'Suspense']",Original
"Sentouin, Hakenshimasu!",2021,7.15,Finished,12,"['Action', 'Comedy', 'Fantasy', 'Sci-Fi']",Light novel
Hundred,2016,6.31,Finished,12,"['Action', 'Romance', 'Sci-Fi', 'Ecchi']",Light novel
Kishuku Gakkou no Juliet,2018,7.45,Finished,12,"['Action', 'Comedy', 'Romance']",Manga
Quanzhi Gaoshou,2017,7.87,Finished,12,['Action'],Novel
Blood-C,2011,6.53,Finished,12,"['Action', 'Horror', 'Mystery', 'Supernatural']",Original
Shaman King,2001,7.75,Finished,64,"['Action', 'Adventure', 'Supernatural']",Manga
BNA,2020,7.35,Finished,12,"['Action', 'Fantasy']",Original
Seireitsukai no Blade Dance,2014,6.68,Finished,12,"['Action', 'Comedy', 'Fantasy', 'Romance', 'Ecchi']",Light novel
Jormungand,2012,7.8,Finished,12,"['Action', 'Adventure']",Manga
Berserk,2016,6.31,Finished,12,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Horror']",Source
Seirei Gensouki,2021,7.06,Finished,12,"['Action', 'Adventure', 'Fantasy', 'Romance']",Light novel
Gantz,2004,6.98,Finished,13,"['Action', 'Drama', 'Horror', 'Sci-Fi']",Manga
Madan no Ou to Vanadis,2014,7.11,Finished,13,"['Action', 'Adventure', 'Fantasy', 'Ecchi']",Light novel
Danganronpa 3: The End of Kibougamine Gakuen - Mirai-hen,2016,7.22,Finished,12,"['Action', 'Horror', 'Mystery']",Visual novel
Black★Rock Shooter (TV),2012,6.81,Finished,8,"['Action', 'Drama', 'Fantasy']",Source
Mahouka Koukou no Rettousei: Raihousha-hen,2020,7.28,Finished,13,"['Action', 'Fantasy', 'Romance', 'Sci-Fi']",Light novel
Fate/stay night Movie: Heaven's Feel - III. Spring Song,2020,8.66,Finished,1,"['Action', 'Fantasy', 'Supernatural']",Visual novel
Naruto: Shippuuden Movie 6 - Road to Ninja,2012,7.68,Finished,1,"['Action', 'Adventure', 'Fantasy']",Manga
B: The Beginning,2018,7.17,Finished,12,"['Action', 'Mystery', 'Supernatural', 'Suspense']",Original
Tokyo Revengers: Seiya Kessen-hen,2023,7.68,Finished,13,"['Action', 'Drama', 'Supernatural']",Manga
Witch Craft Works,2014,6.99,Finished,12,"['Action', 'Supernatural']",Manga
Suisei no Gargantia,2013,7.45,Finished,13,"['Action', 'Adventure', 'Sci-Fi']",Original
Phantom: Requiem for the Phantom,2009,7.93,Finished,26,"['Action', 'Drama', 'Suspense']",Visual novel
Nanbaka,2016,7.33,Finished,13,"['Action', 'Comedy', 'Drama']",Web manga
Stranger: Mukou Hadan,2007,8.26,Finished,1,"['Action', 'Adventure']",Original
Code:Breaker,2012,6.72,Finished,13,"['Action', 'Supernatural']",Manga
K: Return of Kings,2015,7.56,Finished,13,"['Action', 'Fantasy']",Original
Fullmetal Alchemist: The Conqueror of Shamballa,2005,7.51,Finished,1,"['Action', 'Adventure', 'Award Winning', 'Drama', 'Fantasy']",Manga
Seikon no Qwaser,2010,6.33,Finished,24,"['Action', 'Supernatural', 'Ecchi']",Manga
Wolf's Rain,2003,7.8,Finished,26,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Mystery', 'Sci-Fi']",Original
Kage no Jitsuryokusha ni Naritakute! 2nd Season,2023,8.4,Finished,12,"['Action', 'Comedy', 'Fantasy']",Light novel
Ben-To,2011,7.19,Finished,12,"['Action', 'Comedy', 'Gourmet']",Light novel
Tales of Zestiria the Cross,2016,7.23,Finished,12,"['Action', 'Adventure', 'Fantasy']",Game
"Maou Gakuin no Futekigousha: Shijou Saikyou no Maou no Shiso, Tensei shite Shison-tachi no Gakkou e Kayou II",2023,6.92,Finished,12,"['Action', 'Fantasy']",Light novel
Tenkuu Shinpan,2021,6.7,Finished,12,"['Action', 'Horror', 'Mystery', 'Suspense']",Web manga
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka IV: Shin Shou - Meikyuu-hen,2022,7.73,Finished,11,"['Action', 'Adventure', 'Fantasy']",Light novel
Machine-Doll wa Kizutsukanai,2013,7.04,Finished,12,"['Action', 'Fantasy', 'Sci-Fi', 'Ecchi']",Light novel
Freezing,2011,6.79,Finished,12,"['Action', 'Drama', 'Romance', 'Sci-Fi', 'Ecchi']",Manga
Goblin Slayer II,2023,7.23,Finished,12,"['Action', 'Adventure', 'Fantasy']",Light novel
Isekai Cheat Magician,2019,5.47,Finished,12,"['Action', 'Adventure', 'Fantasy']",Light novel
One Punch Man: Road to Hero,2015,7.7,Finished,1,"['Action', 'Comedy']",Web manga
Gintama': Enchousen,2012,9.02,Finished,13,"['Action', 'Comedy', 'Sci-Fi']",Manga
Danganronpa 3: The End of Kibougamine Gakuen - Zetsubou-hen,2016,7.37,Finished,11,"['Action', 'Horror', 'Mystery']",Visual novel
One Punch Man Specials,2015,7.7,Finished,6,"['Action', 'Comedy']",Web manga
Fate/stay night: Unlimited Blade Works Prologue,2014,8.04,Finished,1,"['Action', 'Fantasy', 'Supernatural']",Visual novel
Nejimaki Seirei Senki: Tenkyou no Alderamin,2016,7.64,Finished,13,"['Action', 'Adventure', 'Fantasy']",Light novel
Sword Art Online: Extra Edition,2013,6.55,Finished,1,"['Action', 'Fantasy']",Light novel
C: The Money of Soul and Possibility Control,2011,7.16,Finished,11,"['Action', 'Mystery', 'Sci-Fi', 'Suspense']",Original
Code Geass: Fukkatsu no Lelouch,2019,7.91,Finished,1,"['Action', 'Drama', 'Sci-Fi']",Original
Gintama.,2017,8.98,Finished,12,"['Action', 'Comedy', 'Sci-Fi']",Manga
Taimadou Gakuen 35 Shiken Shoutai,2015,6.81,Finished,12,"['Action', 'Fantasy', 'Romance', 'Ecchi']",Light novel
Aldnoah.Zero Part 2,2015,6.91,Finished,12,"['Action', 'Sci-Fi']",Source
Seiken Tsukai no World Break,2015,6.77,Finished,12,"['Action', 'Fantasy', 'Romance']",Light novel
Devil May Cry,2007,6.94,Finished,12,"['Action', 'Fantasy']",Game
Shakugan no Shana II (Second),2007,7.55,Finished,24,"['Action', 'Drama', 'Fantasy', 'Romance']",Light novel
Grancrest Senki,2018,7.22,Finished,24,"['Action', 'Drama', 'Fantasy', 'Romance']",Light novel
Shingeki no Kyojin: Lost Girls,2017,7.82,Finished,3,"['Action', 'Drama']",Novel
Shuumatsu no Walküre,2021,6.78,Finished,12,"['Action', 'Drama', 'Fantasy']",Manga
Maji de Watashi ni Koi Shinasai!,2011,6.67,Finished,12,"['Action', 'Comedy', 'Romance', 'Ecchi']",Visual novel
Hamatora The Animation,2014,7.25,Finished,12,"['Action', 'Mystery', 'Supernatural']",Mixed media
Shijou Saikyou no Deshi Kenichi,2006,8.05,Finished,50,"['Action', 'Comedy']",Manga
Densetsu no Yuusha no Densetsu,2010,7.51,Finished,24,"['Action', 'Adventure', 'Fantasy']",Light novel
Girls & Panzer,2012,7.52,Finished,12,['Action'],Original
Saihate no Paladin,2021,6.86,Finished,12,"['Action', 'Adventure', 'Fantasy']",Light novel
Deca-Dence,2020,7.36,Finished,12,"['Action', 'Adventure', 'Sci-Fi']",Original
"Gaikotsu Kishi-sama, Tadaima Isekai e Odekakechuu",2022,7.16,Finished,12,"['Action', 'Adventure', 'Fantasy']",Source
Nanatsu no Taizai Movie 1: Tenkuu no Torawarebito,2018,7.1,Finished,1,"['Action', 'Adventure', 'Fantasy']",Manga
Black Lagoon: Roberta's Blood Trail,2010,8.02,Finished,5,['Action'],Manga
Dimension W,2016,7.18,Finished,12,"['Action', 'Sci-Fi']",Source
Naruto: Shippuuden Movie 1,2007,7.29,Finished,1,"['Action', 'Adventure', 'Fantasy']",Manga
Naruto Movie 1: Dai Katsugeki!! Yuki Hime Shinobu Houjou Dattebayo!,2004,7.12,Finished,1,"['Action', 'Adventure', 'Fantasy']",Manga
SSSS.Gridman,2018,7.12,Finished,12,"['Action', 'Award Winning', 'Sci-Fi']",Original
Otome Game Sekai wa Mob ni Kibishii Sekai desu,2022,7.34,Finished,12,"['Action', 'Fantasy', 'Romance']",Light novel
Full Metal Panic? Fumoffu,2003,8.02,Finished,12,"['Action', 'Comedy']",Light novel
Oda Nobuna no Yabou,2012,7.37,Finished,12,"['Action', 'Comedy', 'Romance']",Source
Ajin Part 2,2016,7.57,Finished,13,"['Action', 'Horror', 'Mystery', 'Supernatural']",Manga
Maken-Ki!,2011,6.32,Finished,12,"['Action', 'Ecchi']",Manga
Masou Gakuen HxH,2016,6.12,Finished,12,"['Action', 'Comedy', 'Fantasy', 'Romance', 'Sci-Fi', 'Ecchi']",Light novel
"Yuusha, Yamemasu",2022,7.02,Finished,12,"['Action', 'Adventure', 'Comedy', 'Fantasy']",Light novel
Noblesse,2020,6.89,Finished,13,"['Action', 'Supernatural']",Web manga
100-man no Inochi no Ue ni Ore wa Tatteiru,2020,6.51,Finished,12,"['Action', 'Drama', 'Fantasy']",Manga
Juuni Taisen,2017,6.53,Finished,12,['Action'],Novel
Kämpfer,2009,6.37,Finished,12,"['Action', 'Comedy', 'Romance', 'Ecchi']",Light novel
Taboo Tattoo,2016,5.74,Finished,12,"['Action', 'Supernatural']",Manga
Servamp,2016,6.88,Finished,12,"['Action', 'Fantasy']",Source
High School DxD OVA,2012,7.27,Finished,2,"['Action', 'Comedy', 'Fantasy', 'Romance', 'Ecchi']",Light novel
Goblin Slayer: Goblin's Crown,2020,7.26,Finished,1,"['Action', 'Adventure', 'Fantasy']",Light novel
"Kimi to Boku no Saigo no Senjou, Aruiwa Sekai ga Hajimaru Seisen",2020,6.67,Finished,12,"['Action', 'Fantasy', 'Romance']",Light novel
InuYasha: Kanketsu-hen,2009,8.2,Finished,26,"['Action', 'Adventure', 'Fantasy', 'Romance']",Manga
One Piece Film: Z,2012,8.13,Finished,1,"['Action', 'Adventure', 'Fantasy']",Manga
Fate/Grand Order: Zettai Majuu Sensen Babylonia,2019,7.94,Finished,21,"['Action', 'Fantasy', 'Supernatural']",Game
"Isekai de Cheat Skill wo Te ni Shita Ore wa, Genjitsu Sekai wo mo Musou Suru: Level Up wa Jinsei wo Kaeta",2023,6.35,Finished,13,"['Action', 'Adventure', 'Fantasy']",Light novel
Bleach Movie 1: Memories of Nobody,2006,7.43,Finished,1,"['Action', 'Adventure', 'Fantasy']",Manga
Bungou Stray Dogs 4th Season,2023,8.45,Finished,13,"['Action', 'Mystery', 'Supernatural']",Manga
Youjo Senki Movie,2019,8.23,Finished,1,"['Action', 'Fantasy']",Light novel
Promare,2019,7.92,Finished,1,"['Action', 'Sci-Fi']",Original
Bungou Stray Dogs: Dead Apple,2018,7.92,Finished,1,"['Action', 'Mystery', 'Supernatural']",Manga
Rurouni Kenshin: Meiji Kenkaku Romantan - Tsuioku-hen,1999,8.7,Finished,4,"['Action', 'Drama', 'Romance']",Manga
Fate/kaleid liner Prisma☆Illya,2013,7.02,Finished,10,"['Action', 'Comedy', 'Fantasy']",Manga
Vanitas no Karte Part 2,2022,8.2,Finished,12,"['Action', 'Fantasy', 'Mystery']",Manga
"Shijou Saikyou no Daimaou, Murabito A ni Tensei suru",2022,6.29,Finished,12,"['Action', 'Fantasy']",Source
Nurarihyon no Mago,2010,7.61,Finished,24,"['Action', 'Supernatural']",Manga
Ao no Exorcist Movie,2012,7.58,Finished,1,"['Action', 'Fantasy']",Manga
Psycho-Pass Movie,2015,7.7,Finished,1,"['Action', 'Sci-Fi']",Original
NieR:Automata Ver1.1a,2023,7.51,Finished,12,"['Action', 'Fantasy', 'Sci-Fi']",Game
Psycho-Pass 3,2019,7.44,Finished,8,"['Action', 'Mystery', 'Sci-Fi', 'Suspense']",Original
Black Cat (TV),2005,7.32,Finished,23,"['Action', 'Adventure', 'Sci-Fi']",Manga
Zero kara Hajimeru Mahou no Sho,2017,7.06,Finished,12,"['Action', 'Adventure', 'Fantasy']",Light novel
Devils Line,2018,6.83,Finished,12,"['Action', 'Drama', 'Romance', 'Supernatural']",Manga
Choujin Koukousei-tachi wa Isekai demo Yoyuu de Ikinuku you desu!,2019,6.36,Finished,12,"['Action', 'Adventure', 'Fantasy']",Light novel
Akuma no Riddle,2014,6.6,Finished,12,"['Action', 'Girls Love', 'Suspense']",Manga
Naruto: Shippuuden Movie 2 - Kizuna,2008,7.28,Finished,1,"['Action', 'Adventure', 'Fantasy']",Manga
Pokemon Movie 01: Mewtwo no Gyakushuu,1998,7.65,Finished,1,"['Action', 'Adventure', 'Award Winning', 'Comedy', 'Fantasy']",Game
Persona 4 the Animation,2011,7.51,Finished,25,"['Action', 'Mystery', 'Sci-Fi', 'Supernatural']",Game
Tensei shitara Ken deshita,2022,7.53,Finished,12,"['Action', 'Adventure', 'Fantasy']",Light novel
Knight's & Magic,2017,7.07,Finished,13,"['Action', 'Fantasy']",Light novel
Shinseiki Evangelion Movie: Shi to Shinsei,1997,7.47,Finished,1,"['Action', 'Drama', 'Sci-Fi', 'Suspense']",Source
Full Metal Panic! The Second Raid,2005,7.92,Finished,13,['Action'],Light novel
Buddy Daddies,2023,8.13,Finished,12,"['Action', 'Comedy']",Original
Kyoukai no Kanata Movie 2: I'll Be Here - Mirai-hen,2015,8.15,Finished,1,"['Action', 'Fantasy', 'Romance']",Light novel
Shaman King (2021),2021,6.89,Finished,52,"['Action', 'Adventure', 'Supernatural']",Manga
Darker than Black: Kuro no Keiyakusha Gaiden,2010,7.91,Finished,4,"['Action', 'Mystery', 'Sci-Fi']",Original
Kuusen Madoushi Kouhosei no Kyoukan,2015,6.31,Finished,12,"['Action', 'Drama', 'Fantasy']",Light novel
Persona 5 the Animation,2018,6.43,Finished,26,"['Action', 'Supernatural']",Game
Naruto: Shippuuden Movie 4 - The Lost Tower,2010,7.42,Finished,1,"['Action', 'Adventure', 'Fantasy']",Manga
Medaka Box,2012,7.02,Finished,12,"['Action', 'Comedy', 'Ecchi']",Manga
Bleach: Sennen Kessen-hen - Ketsubetsu-tan,2023,8.7,Finished,13,"['Action', 'Adventure', 'Fantasy']",Manga
K: Missing Kings,2014,7.63,Finished,1,"['Action', 'Fantasy']",Original
Ranma ½,1989,7.76,Finished,161,"['Action', 'Comedy', 'Fantasy', 'Ecchi']",Manga
One Piece Film: Strong World,2009,8.07,Finished,1,"['Action', 'Adventure', 'Fantasy']",Manga
"Tokyo Ghoul: ""Jack""",2015,7.3,Finished,1,"['Action', 'Fantasy', 'Horror']",Manga
Isekai Meikyuu de Harem wo,2022,6.56,Finished,12,"['Action', 'Adventure', 'Fantasy', 'Erotica']",Light novel
Mahou Sensou,2014,5.96,Finished,12,"['Action', 'Fantasy']",Light novel
Texhnolyze,2003,7.76,Finished,22,"['Action', 'Drama', 'Sci-Fi']",Original
Toaru Majutsu no Index III,2018,6.82,Finished,26,"['Action', 'Fantasy', 'Sci-Fi']",Light novel
Edens Zero,2021,7.29,Finished,25,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']",Manga
Sword Art Online: Progressive Movie - Hoshi Naki Yoru no Aria,2021,7.97,Finished,1,"['Action', 'Adventure', 'Fantasy']",Light novel
Naruto: Shippuuden Movie 5 - Blood Prison,2011,7.46,Finished,1,"['Action', 'Adventure', 'Fantasy']",Manga
Kurenai no Buta,1992,7.95,Finished,1,"['Action', 'Adventure', 'Award Winning', 'Comedy', 'Drama', 'Romance']",Manga
JoJo no Kimyou na Bouken Part 6: Stone Ocean Part 2,2022,8.08,Finished,12,"['Action', 'Adventure', 'Supernatural']",Manga
Sirius,2018,6.97,Finished,12,"['Action', 'Supernatural']",Original
Sabikui Bisco,2022,7.16,Finished,12,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']",Light novel
Bleach Movie 2: The DiamondDust Rebellion - Mou Hitotsu no Hyourinmaru,2007,7.42,Finished,1,"['Action', 'Adventure', 'Fantasy']",Manga
Kuroshitsuji: Book of Murder,2015,8.06,Finished,2,"['Action', 'Fantasy', 'Mystery']",Manga
Date A Live IV,2022,7.77,Finished,12,"['Action', 'Fantasy', 'Romance', 'Sci-Fi']",Light novel
Genjitsu Shugi Yuusha no Oukoku Saikenki Part 2,2022,7.44,Finished,13,"['Action', 'Fantasy', 'Romance']",Light novel
"Maou-sama, Retry!",2019,6.55,Finished,12,"['Action', 'Adventure', 'Fantasy']",Light novel
Boku no Hero Academia the Movie 3: World Heroes' Mission,2021,7.58,Finished,1,['Action'],Manga
Yu☆Gi☆Oh!,1998,7.23,Finished,27,"['Action', 'Comedy', 'Fantasy']",Manga
Burn the Witch,2020,7.13,Finished,3,"['Action', 'Fantasy']",Source
Kyuukyoku Shinka shita Full Dive RPG ga Genjitsu yori mo Kusoge Dattara,2021,6.47,Finished,12,"['Action', 'Comedy', 'Fantasy']",Light novel
Shingeki no Bahamut: Virgin Soul,2017,7.43,Finished,24,"['Action', 'Adventure', 'Fantasy']",Card game
Kidou Senshi Gundam: Tekketsu no Orphans,2015,8.05,Finished,25,"['Action', 'Drama', 'Sci-Fi']",Original
Sekirei: Pure Engagement,2010,7.27,Finished,13,"['Action', 'Comedy', 'Ecchi']",Manga
Shikkakumon no Saikyou Kenja,2022,6.23,Finished,12,"['Action', 'Adventure', 'Fantasy']",Light novel
Log Horizon: Entaku Houkai,2021,7.06,Finished,12,"['Action', 'Adventure', 'Fantasy']",Light novel
Omamori Himari,2010,6.83,Finished,12,"['Action', 'Comedy', 'Romance', 'Supernatural', 'Ecchi']",Manga
Kara no Kyoukai Movie 2: Satsujin Kousatsu (Zen),2007,7.77,Finished,1,"['Action', 'Mystery', 'Romance', 'Supernatural', 'Suspense']",Light novel
Gintama Movie 2: Kanketsu-hen - Yorozuya yo Eien Nare,2013,8.91,Finished,1,"['Action', 'Comedy', 'Sci-Fi']",Manga
Mirai Nikki,2010,7.18,Finished,1,"['Action', 'Supernatural', 'Suspense']",Manga
Ga-Rei: Zero,2008,7.58,Finished,12,"['Action', 'Supernatural', 'Suspense']",Source
Kara no Kyoukai Movie 5: Mujun Rasen,2008,8.52,Finished,1,"['Action', 'Drama', 'Mystery', 'Romance', 'Supernatural', 'Suspense']",Light novel
11eyes,2009,6.05,Finished,12,"['Action', 'Fantasy', 'Ecchi']",Visual novel
Shakugan no Shana III (Final),2011,7.51,Finished,24,"['Action', 'Drama', 'Fantasy', 'Romance']",Light novel
Mahou Shoujo Site,2018,6.52,Finished,12,"['Action', 'Drama', 'Horror', 'Supernatural']",Manga
Naruto Movie 2: Dai Gekitotsu! Maboroshi no Chiteiiseki Dattebayo!,2005,6.88,Finished,1,"['Action', 'Adventure', 'Fantasy']",Manga
"Hachi-nan tte, Sore wa Nai deshou!",2020,6.27,Finished,12,"['Action', 'Fantasy']",Source
Bleach Movie 3: Fade to Black - Kimi no Na wo Yobu,2008,7.5,Finished,1,"['Action', 'Adventure', 'Fantasy']",Manga
Toaru Kagaku no Accelerator,2019,7.21,Finished,12,"['Action', 'Fantasy', 'Sci-Fi']",Manga
Pokemon: The Origin,2013,7.73,Finished,4,"['Action', 'Adventure', 'Comedy', 'Fantasy']",Xebec
Big Order (TV),2016,5.36,Finished,10,"['Action', 'Fantasy']",Manga
Sidonia no Kishi,2014,7.63,Finished,12,"['Action', 'Sci-Fi']",Manga
Terra Formars,2014,6.99,Finished,13,"['Action', 'Horror', 'Sci-Fi']",Manga
Canaan,2009,7.22,Finished,13,"['Action', 'Mystery', 'Sci-Fi', 'Supernatural']",Visual novel
Toaru Kagaku no Railgun T,2020,8.16,Finished,25,"['Action', 'Fantasy', 'Sci-Fi']",Manga
Tensei shitara Slime Datta Ken OVA,2019,7.49,Finished,5,"['Action', 'Adventure', 'Comedy', 'Fantasy']",Manga
